Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #eu,2.27616E+15,2020-06-04 00:13 +0000,107,8,0.074766355,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0
ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #ornare,9.98678E+15,2020-06-04 00:05 +0000,415,13,0.031325301,0,0,4,2,6,0,1,0,0,0,0,0,0,0,0
in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #orci,6.50385E+15,2020-06-04 00:05 +0000,1714,77,0.044924154,4,1,11,3,31,0,27,0,0,0,0,0,0,0,0
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #sapien,4.38332E+15,2020-06-03 18:15 +0000,304,2,0.006578947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut #erat,9.68621E+15,2020-06-03 01:22 +0000,1062,27,0.025423729,0,0,20,2,0,0,5,0,0,0,0,0,0,0,0
nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #in,4.81598E+15,2020-06-02 21:37 +0000,440,12,0.027272727,0,0,0,0,6,0,5,0,0,0,0,0,0,1,1
lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus #suspendisse,9.85461E+15,2020-06-02 21:10 +0000,192,2,0.010416667,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis #donec,4.69665E+15,2020-06-02 17:34 +0000,2659,167,0.062805566,1,2,27,19,1,0,117,0,0,0,0,0,0,0,0
feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam #mauris,8.02303E+15,2020-06-02 17:26 +0000,202,4,0.01980198,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent #diam,6.69327E+15,2020-06-02 16:10 +0000,436,2,0.004587156,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare #ac,5.51627E+15,2020-06-02 01:32 +0000,644,4,0.00621118,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #non,9.65152E+15,2020-06-02 01:14 +0000,737,3,0.004070556,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum #auctor,1.23219E+14,2020-06-02 00:16 +0000,219,5,0.02283105,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan #cubilia,5.12156E+15,2020-06-01 15:33 +0000,224,9,0.040178571,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0
dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #aenean,6.88336E+15,2020-06-01 15:20 +0000,295,8,0.027118644,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0
sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit #ultrices,5.54207E+15,2020-06-01 14:59 +0000,698,6,0.008595989,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #vel,5.16726E+15,2020-06-01 12:21 +0000,1406,18,0.012802276,0,1,6,5,0,0,6,0,0,0,0,0,0,0,0
volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id #etiam,9.14001E+15,2020-06-01 00:34 +0000,355,6,0.016901408,0,1,3,0,0,0,0,0,0,0,0,0,0,87,2
justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit #lacinia,6.5007E+15,2020-07-31 23:04 +0000,2506,16,0.006384677,3,0,5,1,0,0,7,0,0,0,0,0,0,0,0
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #congue,3.05836E+15,2020-07-31 20:17 +0000,246,2,0.008130081,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #bibendum,6.97633E+15,2020-07-31 20:15 +0000,301,3,0.009966777,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat #ante,9.08594E+14,2020-07-31 20:06 +0000,5287,430,0.081331568,6,7,32,25,93,6,93,0,0,0,0,0,0,168,168
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #eleifend,9.85022E+15,2020-07-31 20:02 +0000,459,1,0.002178649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec #non,3.85915E+15,2020-07-31 17:18 +0000,177,2,0.011299435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #maecenas,6.02686E+15,2020-07-31 16:58 +0000,252,5,0.01984127,0,0,4,0,0,0,0,0,0,0,0,0,0,76,1
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #morbi,2.41889E+15,2020-07-31 14:31 +0000,551,6,0.010889292,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #etiam,4.58705E+15,2020-07-31 14:27 +0000,869,6,0.006904488,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris #nibh,3.30795E+15,2020-07-31 12:12 +0000,200,1,0.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #cras,4.9606E+15,2020-07-31 11:58 +0000,227,25,0.110132159,0,0,3,0,1,0,0,0,0,0,0,0,0,21,21
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8.30776E+15,2020-07-31 11:51 +0000,195,3,0.015384615,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3.21729E+15,2020-07-31 04:03 +0000,56,5,0.089285714,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat #tristique,2.81518E+15,2020-07-31 02:55 +0000,1263,50,0.039588282,0,2,8,4,0,2,34,0,0,0,0,0,0,0,0
purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse #platea,4.4849E+15,2020-07-30 17:37 +0000,91,3,0.032967033,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2
in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus #magna,7.1617E+15,2020-07-30 17:28 +0000,231,8,0.034632035,0,1,4,1,0,0,2,0,0,0,0,0,0,0,0
eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas #cursus,2.07054E+15,2020-07-30 16:44 +0000,256,9,0.03515625,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus #nulla,5.56492E+14,2020-07-30 16:00 +0000,188,1,0.005319149,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient #leo,9.26007E+15,2020-07-30 15:57 +0000,375,13,0.034666667,1,0,1,2,3,1,2,0,0,0,0,0,0,3,3
sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut #quisque,7.83788E+15,2020-07-30 13:45 +0000,177,1,0.005649718,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #tellus,4.41938E+15,2020-07-30 11:51 +0000,205,5,0.024390244,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac #quisque,1.55995E+15,2020-07-30 11:39 +0000,453,40,0.088300221,0,1,0,0,1,0,8,0,0,0,0,0,0,30,30
curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel #amet,9.24792E+15,2020-07-30 11:37 +0000,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #dapibus,5.07978E+15,2020-07-29 20:31 +0000,420,4,0.00952381,0,0,3,0,0,0,0,0,0,0,0,0,0,60,1
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ipsum,7.98801E+15,2020-07-29 18:45 +0000,501,9,0.017964072,0,0,4,2,0,0,1,0,0,0,0,0,0,2,2
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem #mauris,1.13988E+15,2020-07-29 17:48 +0000,171,10,0.058479532,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis #maecenas,4.38786E+15,2020-07-29 17:42 +0000,157,4,0.025477707,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus #sit,8.05412E+15,2020-07-29 17:39 +0000,174,1,0.005747126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non #magnis,5.93164E+15,2020-07-29 16:16 +0000,93,2,0.021505376,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #at,6.48066E+15,2020-07-29 16:00 +0000,430,15,0.034883721,1,1,4,0,6,0,3,0,0,0,0,0,0,0,0
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas #suspendisse,7.58136E+15,2020-07-29 13:35 +0000,684,14,0.020467836,0,1,6,1,2,0,4,0,0,0,0,0,0,126,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci #curae,2.45222E+15,2020-07-29 12:07 +0000,64,4,0.0625,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #porta,6.01143E+15,2020-07-29 12:01 +0000,127,6,0.047244094,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #quam,5.36815E+15,2020-07-29 11:58 +0000,757,42,0.055482166,0,5,12,4,0,0,21,0,0,0,0,0,0,0,0
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta #adipiscing,3.25779E+15,2020-07-29 02:29 +0000,124,1,0.008064516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis #sagittis,2.0224E+15,2020-07-29 01:13 +0000,143,3,0.020979021,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac #at,7.01427E+15,2020-07-28 23:49 +0000,170,6,0.035294118,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #justo,1.67031E+15,2020-07-28 22:00 +0000,218,7,0.032110092,0,0,3,0,0,0,2,0,0,0,0,0,0,72,2
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta #ut,8.05659E+15,2020-07-28 19:16 +0000,193,4,0.020725389,0,0,2,0,0,0,0,0,0,0,0,0,0,43,2
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam #lorem,2.0039E+15,2020-07-28 19:05 +0000,934,150,0.160599572,1,3,22,2,4,0,5,0,0,0,0,0,0,113,113
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna #sem,2.30231E+15,2020-07-28 19:05 +0000,1443,156,0.108108108,0,2,11,1,0,2,140,0,0,0,0,0,0,0,0
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget #risus,8.62774E+15,2020-07-28 16:02 +0000,1864,40,0.021459227,0,4,21,0,0,0,15,0,0,0,0,0,0,0,0
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #ipsum,2.56389E+14,2020-07-28 11:28 +0000,319,1,0.003134796,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis #quis,3.18268E+15,2020-07-27 21:00 +0000,351,6,0.017094017,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0
magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #sit,9.48512E+15,2020-07-27 19:23 +0000,235,8,0.034042553,0,0,1,0,0,0,7,0,0,0,0,0,0,37,0
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla #sed,1.51246E+15,2020-07-27 19:05 +0000,2186,118,0.053979872,0,8,52,9,2,0,21,0,0,0,0,0,0,26,26
nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam #nec,8.66828E+15,2020-07-27 18:15 +0000,2909,48,0.016500516,1,5,8,2,16,1,15,0,0,0,0,0,0,0,0
convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus #dis,5.38362E+15,2020-07-27 16:07 +0000,647,22,0.034003091,0,0,6,1,0,0,2,0,0,0,0,0,0,13,13
volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu #gravida,6.71955E+15,2020-07-27 15:25 +0000,721,2,0.002773925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum #eros,1.78385E+15,2020-07-27 15:02 +0000,385,2,0.005194805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede #duis,8.78087E+15,2020-07-27 14:34 +0000,307,3,0.009771987,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #vulputate,5.1536E+15,2020-07-27 14:27 +0000,356,3,0.008426966,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis #arcu,3.87471E+15,2020-07-27 13:08 +0000,2717,79,0.029076187,8,3,15,6,5,0,35,0,0,0,0,0,0,7,7
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing #blandit,7.58488E+15,2020-07-27 11:10 +0000,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet #nam,4.31416E+15,2020-07-27 11:10 +0000,748,42,0.056149733,0,0,7,19,2,0,10,0,0,0,0,0,0,156,4
venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst #leo,2.68673E+15,2020-07-26 22:22 +0000,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis #velit,6.49403E+15,2020-07-26 22:06 +0000,413,52,0.12590799,0,2,12,19,0,0,19,0,0,0,0,0,0,0,0
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit #non,4.07546E+15,2020-07-26 21:45 +0000,153,1,0.006535948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat #lacinia,2.48698E+15,2020-07-26 21:22 +0000,187,7,0.037433155,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0
convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu #magna,7.50379E+14,2020-07-26 20:55 +0000,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus #ullamcorper,3.4671E+15,2020-07-24 23:51 +0000,189,4,0.021164021,0,1,1,0,0,0,2,0,0,0,0,0,0,58,0
etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #laoreet,4.6918E+15,2020-07-24 16:55 +0000,478,12,0.025104603,2,0,5,1,0,0,4,0,0,0,0,0,0,0,0
suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse #odio,3.12199E+15,2020-07-24 14:14 +0000,225,7,0.031111111,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0
consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse #ultrices,1.90953E+15,2020-07-24 13:39 +0000,180,1,0.005555556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec #sapien,3.97007E+15,2020-07-24 13:20 +0000,3137,286,0.091169908,4,6,38,4,15,0,32,0,0,0,0,0,0,187,187
morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in #justo,1.35221E+15,2020-07-24 12:05 +0000,266,8,0.030075188,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0
nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu #ac,6.48353E+15,2020-07-24 01:58 +0000,281,4,0.014234875,0,1,2,0,0,0,0,0,0,0,0,0,0,52,1
nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea #diam,2.68024E+15,2020-07-24 00:29 +0000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi #quis,5.49501E+15,2020-07-23 22:09 +0000,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque #tincidunt,3.93673E+15,2020-07-23 20:34 +0000,150,3,0.02,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu #tortor,7.19956E+15,2020-07-23 20:17 +0000,197,29,0.147208122,0,1,4,1,0,0,0,0,0,0,0,0,0,23,23
ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis #donec,7.69084E+15,2020-07-23 18:10 +0000,186,4,0.021505376,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est #etiam,4.71375E+15,2020-07-23 17:53 +0000,165,2,0.012121212,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #volutpat,9.74412E+15,2020-07-23 17:47 +0000,131,5,0.038167939,0,1,2,0,0,0,2,0,0,0,0,0,0,19,0
vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec #sodales,5.13085E+15,2020-07-23 17:43 +0000,133,5,0.037593985,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0
et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa #lacus,2.79282E+15,2020-07-23 17:43 +0000,982,8,0.00814664,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere #libero,3.69673E+15,2020-07-23 17:30 +0000,2338,91,0.038922156,0,6,10,0,6,0,22,0,0,0,0,0,0,47,47
lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum #duis,9.12283E+15,2020-07-23 17:10 +0000,595,2,0.003361345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #in,2.37039E+15,2020-07-23 17:04 +0000,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris #sem,8.84722E+15,2020-07-23 14:39 +0000,272,13,0.047794118,0,2,4,2,3,0,2,0,0,0,0,0,0,0,0
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat #odio,7.67885E+15,2020-07-23 13:33 +0000,792,8,0.01010101,1,0,1,0,2,0,3,0,0,0,0,0,0,1,1
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in #ut,8.76684E+15,2020-07-23 13:31 +0000,243,2,0.008230453,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet #pretium,8.46902E+15,2020-07-23 13:24 +0000,144,1,0.006944444,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0
